age_of_property,coop_condo,dining_room_type,fuel_type,garage_exists,kitchen_type,maintenance_cost,num_bedrooms,num_full_bathrooms,num_half_bathrooms,num_total_rooms,parking_charges,pct_tax_deductibl,sale_price,sq_footage,total_taxes,zip_code,common_charges_numeric_dollars
84,co-op,other,other,0,combo,1104,2,1,0,4,0,50,NA,1171,NA,11372,0
84,co-op,other,other,0,eatin,801,2,2,0,4,0,50,NA,1217,NA,11372,0
84,co-op,formal,other,0,eatin,1788,3,2,0,5,0,0,NA,1518,NA,11372,0
84,co-op,other,other,0,combo,697,1,1,0,3,0,50,NA,NA,NA,11372,0
74,co-op,combo,gas,0,efficiency kitchen,673,2,1,0,4,0,39,NA,651,NA,11004,0
86,co-op,NA,oil,0,eatin,750,1,1,0,3,0,0,NA,NA,NA,11375,0
74,co-op,combo,gas,0,eatin,702,2,1,0,4,0,39,NA,721,NA,11004,0
62,co-op,NA,gas,0,efficiency kitchen,470,1,1,0,3,120,0,NA,600,NA,11377,0
59,co-op,other,gas,0,efficiency kitchen,408,NA,1,0,2,0,0,NA,430,NA,11373,0
77,co-op,combo,oil,0,efficiency kitchen,630,2,1,0,4,0,0,NA,NA,NA,11004,0
69,co-op,formal,gas,0,eatin,NA,1,1,0,3,0,0,NA,450,NA,11374,433
NA,co-op,NA,NA,0,NA,NA,2,1,0,5,0,0,NA,NA,NA,11364,0
72,co-op,combo,oil,1,combo,505,1,1,0,3,190,50,NA,NA,NA,11375,0
69,co-op,combo,gas,0,eatin,509,1,1,0,4,0,50,NA,NA,NA,11364,0
74,co-op,NA,gas,0,eatin,475,NA,1,0,1,0,0,NA,380,NA,11375,0
74,co-op,combo,gas,0,eatin,722,2,1,0,4,0,39,NA,766,NA,11004,0
84,co-op,other,oil,0,eatin,615,1,1,0,3,0,50,NA,NA,NA,11375,0
44,condo,formal,gas,0,eatin,350,2,1,0,4,0,0,NA,900,2936,11373,0
75,co-op,combo,gas,0,eatin,529,1,1,0,3,0,39,NA,585,NA,11426,0
84,condo,combo,oil,0,efficiency kitchen,499,1,1,0,4,0,0,NA,NA,142,11103,0
87,co-op,other,gas,0,eatin,928,2,1,0,4,0,40,NA,1000,NA,11372,0
85,co-op,combo,oil,0,efficiency kitchen,701,1,1,0,3,0,0,NA,800,NA,11375,0
86,co-op,formal,oil,0,efficiency,864,1,1,0,3,0,0,NA,NA,NA,11375,0
92,co-op,combo,gas,0,eatin,879,2,1,0,5,0,50,NA,NA,NA,11375,0
74,co-op,NA,NA,0,efficiency kitchen,778,2,1,0,5,0,0,NA,750,NA,11367,0
47,condo,combo,gas,0,eatin,310,1,1,0,4,0,0,NA,NA,1582,11414,0
74,co-op,NA,gas,0,efficiency,841,2,1,0,5,75,0,NA,NA,NA,"78-07 Springfield Blvd,  Bayside NY, 1136",0
85,co-op,combo,gas,0,eatin,1178,2,2,0,5,0,0,NA,NA,NA,11372,0
85,co-op,combo,oil,0,eatin,674,1,1,0,3,0,0,NA,NA,NA,11372,0
95,co-op,combo,oil,0,eatin,683,1,1,0,3,0,50,NA,NA,NA,11375,0
74,co-op,NA,gas,0,efficiency kitchen,844,2,1,0,5,0,0,NA,NA,NA,11364,0
69,co-op,combo,oil,0,efficiency,854,3,1,0,4,0,50,NA,NA,NA,11367,0
68,co-op,combo,gas,0,efficiency,756,1,1,1,4,0,0,NA,235,NA,"80-35 Springfield Blvd,  Queens Village NY, 1142",0
68,co-op,combo,gas,0,efficiency,741,1,1,0,4,0,0,NA,850,NA,11364,0
74,co-op,formal,oil,0,eatin,1116,2,2,0,6,0,0,NA,1200,NA,11373,0
69,co-op,NA,oil,0,eatin,616,NA,1,0,3,0,0,NA,NA,NA,11004,0
85,condo,formal,gas,0,efficiency kitchen,NA,3,1,0,6,0,0,NA,950,2255,11373,597
74,co-op,combo,oil,0,efficiency kitchen,540,1,1,0,3,0,0,NA,700,NA,11415,0
57,co-op,other,oil,0,eatin,493,2,1,0,4,0,0,NA,NA,NA,11421,0
74,co-op,combo,electric,0,combo,480,NA,1,0,3,0,0,NA,500,NA,11373,0
74,co-op,other,gas,0,eatin,932,2,1,0,4,0,0,NA,NA,NA,11372,0
69,co-op,combo,gas,0,eatin,563,2,1,0,4,0,0,NA,NA,NA,11421,0
85,co-op,NA,gas,0,efficiency kitchen,834,1,1,0,3,145,0,NA,950,NA,11415,0
74,co-op,formal,oil,0,eatin,959,2,1,0,4,140,0,NA,1000,NA,11415,0
74,co-op,combo,oil,0,eatin,745,1,1,0,3,110,0,NA,700,NA,11415,0
68,co-op,NA,gas,0,eatin,784,1,1,0,3,0,0,NA,NA,NA,11415,0
92,co-op,combo,oil,0,eatin,NA,2,1,2,4,0,0,NA,NA,NA,11415,0
102,co-op,other,other,0,combo,674,1,1,0,2,0,0,NA,NA,NA,11415,0
68,co-op,combo,electric,0,combo,375,1,1,0,3,0,0,NA,508,NA,11373,0
20,condo,combo,gas,0,combo,NA,1,1,0,3,0,0,NA,NA,150,11415,307
20,condo,NA,gas,1,eatin,NA,2,1,1,4,0,0,NA,1000,225,11415,439
70,co-op,combo,gas,1,eatin,685,2,1,0,5,0,0,NA,NA,NA,11421,0
74,co-op,formal,oil,0,efficiency kitchen,527,1,1,0,2,0,40,NA,600,NA,11415,0
93,co-op,formal,oil,0,eatin,978,1,1,0,4,0,0,NA,NA,NA,11415,0
68,co-op,combo,NA,0,eatin,933,2,1,0,5,75,0,NA,NA,NA,11435,0
68,co-op,formal,gas,0,eatin,983,2,1,0,5,90,50,NA,1200,NA,11435,0
NA,condo,combo,electric,1,combo,NA,2,1,1,4,0,0,NA,NA,3325,11418,362
94,co-op,combo,gas,0,eatin,789,2,1,0,4,0,0,NA,1000,NA,11372,0
59,co-op,formal,gas,0,efficiency kitchen,1054,2,2,0,5,70,0,NA,NA,NA,11414,0
62,co-op,formal,oil,1,efficiency kitchen,442,NA,1,1,3,0,0,NA,525,NA,11373,0
70,condo,combo,gas,0,efficiency kitchen,NA,2,1,0,4,0,0,NA,952,3500,11373,552
65,co-op,formal,gas,1,eatin,805,2,1,0,5,0,50,NA,NA,NA,11435,0
64,co-op,formal,gas,0,efficiency,1071,2,2,0,5,0,0,NA,NA,NA,11414,0
85,co-op,formal,gas,1,combo,914,1,1,0,6,0,50,NA,900,NA,11432,0
74,co-op,other,gas,0,eatin,929,1,1,0,3,0,0,NA,NA,NA,11432,0
85,co-op,formal,NA,0,efficiency kitchen,910,1,1,0,4,0,0,NA,NA,NA,11432,0
74,co-op,combo,oil,0,combo,765,2,1,0,4,90,0,NA,NA,NA,11432,0
71,co-op,combo,gas,1,efficiency kitchen,609,1,1,0,3,0,42,NA,NA,NA,11432,0
70,co-op,combo,gas,1,combo,461,NA,1,0,3,85,45,NA,NA,NA,11432,0
83,co-op,formal,NA,0,eatin,917,1,1,0,3,0,0,NA,950,NA,11415,0
83,co-op,combo,oil,0,eatin,829,1,1,0,4,0,0,NA,NA,NA,11415,0
72,co-op,NA,oil,0,eatin,393,1,1,0,2,0,56,NA,NA,NA,11435,0
55,co-op,combo,gas,0,efficiency kitchen,602,1,1,0,3,0,0,NA,650,NA,11415,0
55,co-op,combo,gas,0,combo,960,2,2,0,6,0,0,NA,NA,NA,11415,0
12,condo,combo,gas,0,eatin,NA,2,2,0,5,0,0,NA,1096,678,11373,330
12,condo,formal,gas,0,eatin,NA,3,2,0,7,0,0,NA,1386,850,11373,330
73,condo,formal,oil,0,eatin,NA,1,1,0,5,0,0,NA,706,2634,11372,379
99,co-op,combo,oil,0,eatin,647,1,1,0,3,0,50,NA,NA,NA,11418,0
60,co-op,combo,gas,0,efficiency kitchen,NA,1,1,0,3,0,0,NA,NA,631,11373,0
64,co-op,combo,oil,0,combo,842,2,1,0,4,0,50,NA,825,NA,11373,0
60,co-op,combo,oil,1,efficiency kitchen,685,1,1,0,3,0,0,NA,800,NA,11373,0
58,co-op,formal,oil,0,eatin,1127,3,2,0,6,30,0,NA,NA,NA,11414,0
87,co-op,combo,oil,0,efficiency kitchen,575,1,1,0,4,0,40,NA,875,NA,11372,0
73,co-op,NA,gas,0,eatin,804,2,1,0,4,0,0,NA,850,NA,11372,0
69,co-op,formal,gas,0,combo,644,2,1,0,4,0,50,NA,NA,NA,11427,0
NA,co-op,combo,gas,0,eatin,NA,1,1,0,3,0,0,NA,NA,NA,11373,0
64,co-op,formal,gas,0,eatin,NA,1,1,0,3,0,0,NA,NA,NA,11373,0
61,co-op,NA,gas,0,efficiency kitchen,998,2,2,0,5,130,0,NA,NA,NA,11373,0
61,co-op,combo,gas,0,efficiency kitchen,546,1,1,0,3,130,0,NA,NA,NA,11373,0
64,co-op,formal,gas,1,eatin,500,NA,1,0,3,0,0,NA,575,NA,11373,500
97,co-op,NA,oil,0,eatin,631,1,1,0,3,0,0,NA,NA,NA,11432,0
38,condo,NA,gas,0,none,NA,NA,1,0,0,0,0,NA,NA,2800,11373,500
55,condo,formal,gas,0,eatin,NA,2,2,0,5,25,0,NA,1200,3242,11414,621
74,co-op,combo,gas,0,efficiency kitchen,877,1,1,0,4,0,0,NA,NA,NA,11432,0
74,co-op,formal,oil,0,efficiency kitchen,733,2,1,0,4,0,40,NA,NA,NA,11427,0
61,co-op,other,gas,0,eatin,677,2,1,0,4,0,0,NA,NA,NA,11432,0
74,co-op,formal,gas,0,eatin,NA,1,1,0,5,0,0,NA,NA,NA,11432,565
62,co-op,combo,oil,0,efficiency kitchen,NA,3,2,0,5,25,0,NA,NA,NA,11414,774
17,condo,formal,gas,1,combo,NA,2,2,0,7,0,0,NA,1550,28,11432,600
69,co-op,other,gas,0,eatin,767,1,1,0,4,0,0,NA,650,NA,11423,0
74,co-op,NA,oil,0,efficiency kitchen,439,NA,1,0,3,0,0,NA,NA,NA,11432,0
65,co-op,combo,gas,0,eatin,NA,2,1,0,5,0,0,NA,800,500,11432,0
60,co-op,NA,oil,0,efficiency,810,1,1,0,3,0,38,NA,NA,NA,11432,0
74,co-op,NA,oil,0,efficiency kitchen,461,NA,1,0,2,0,38,NA,NA,NA,11432,0
64,co-op,formal,gas,0,efficiency kitchen,848,2,1,0,5,0,0,NA,NA,NA,11414,0
93,co-op,combo,oil,0,eatin,528,1,1,0,3,0,35,NA,1000,NA,11372,0
89,co-op,NA,gas,0,eatin,NA,1,1,0,4,0,0,NA,NA,NA,11432,691
74,co-op,formal,gas,0,efficiency,720,2,2,0,5,0,0,NA,NA,NA,11414,0
74,co-op,NA,gas,0,efficiency kitchen,465,NA,1,0,2,0,0,NA,500,NA,11372,0
72,co-op,formal,gas,0,efficiency kitchen,NA,1,1,0,4,45,0,NA,NA,NA,11372,0
73,co-op,other,gas,1,eatin,680,2,1,0,4,45,0,NA,NA,NA,11372,0
74,co-op,formal,gas,1,eatin,NA,3,3,0,7,0,0,NA,NA,4962,11414,0
8,condo,formal,gas,1,eatin,NA,2,2,0,6,0,0,NA,892,291,11373,284
66,co-op,combo,oil,0,combo,872,1,1,0,3,60,39,NA,890,NA,11357,0
37,condo,formal,NA,0,efficiency kitchen,NA,2,2,0,5,0,0,NA,870,4524,11374,507
37,condo,combo,gas,0,eatin,NA,2,2,0,6,0,0,NA,881,4546,11374,825
35,condo,formal,gas,0,combo,NA,2,2,0,4,0,0,NA,NA,4800,11374,585
37,condo,combo,electric,0,eatin,NA,2,2,0,4,0,0,NA,NA,4800,11374,0
79,co-op,combo,oil,0,efficiency,636,1,1,0,4,0,0,NA,875,NA,11373,0
65,co-op,combo,oil,1,efficiency kitchen,415,NA,1,0,2,0,0,NA,NA,NA,11373,0
60,co-op,combo,gas,0,eatin,720,2,1,0,6,0,0,NA,1000,NA,11373,0
60,co-op,other,gas,0,eatin,655,2,1,0,5,170,0,NA,900,NA,11373,0
34,condo,other,gas,0,efficiency kitchen,NA,2,2,0,5,0,0,NA,NA,3609,11373,347
79,co-op,NA,oil,0,eatin,NA,2,1,0,4,0,0,NA,NA,NA,11373,0
72,co-op,NA,oil,0,combo,1320,3,2,1,6,150,50,NA,1600,NA,11375,0
69,co-op,combo,gas,1,eatin,1024,3,1,1,6,150,50,NA,1100,NA,11374,0
69,co-op,combo,gas,0,eatin,807,2,1,0,4,160,50,NA,900,NA,11374,0
65,co-op,combo,oil,0,eatin,615,1,1,0,3,0,50,NA,775,NA,11374,0
75,co-op,combo,gas,1,efficiency kitchen,721,1,1,0,3,0,0,NA,800,NA,11374,0
69,co-op,combo,gas,0,efficiency kitchen,829,2,1,0,4,0,0,NA,875,NA,11374,0
74,co-op,formal,oil,1,efficiency kitchen,601,1,1,0,3,169,50,NA,800,NA,11374,0
64,co-op,formal,gas,0,efficiency kitchen,641,1,1,0,3,200,0,NA,780,NA,11374,0
64,co-op,formal,gas,0,efficiency,601,1,1,0,3,250,0,NA,NA,NA,11374,0
84,co-op,formal,gas,0,eatin,613,1,1,0,3,0,0,NA,NA,NA,11374,0
59,co-op,formal,gas,0,eatin,576,2,1,0,6,0,0,NA,NA,NA,11368,0
72,co-op,other,gas,0,efficiency kitchen,944,2,1,0,6,0,0,NA,875,NA,11374,0
63,co-op,formal,gas,0,eatin,1065,3,2,0,6,0,50,NA,1200,NA,11368,0
60,co-op,other,gas,0,eatin,849,2,1,1,6,0,0,NA,1200,NA,11368,0
63,co-op,formal,oil,0,efficiency kitchen,415,1,1,0,3,0,0,NA,NA,NA,11368,0
73,co-op,formal,gas,0,efficiency kitchen,NA,1,1,0,5,0,0,NA,NA,NA,11375,0
74,co-op,formal,gas,0,eatin,724,1,1,0,3,0,0,NA,800,NA,11368,0
74,co-op,NA,NA,0,efficiency kitchen,646,1,1,0,4,0,0,NA,NA,NA,11368,0
72,co-op,other,NA,0,eatin,630,NA,1,0,3,0,0,NA,600,NA,11374,0
72,co-op,combo,electric,0,efficiency kitchen,731,1,1,0,3,0,0,NA,NA,NA,11374,0
94,co-op,formal,oil,0,eatin,699,1,1,0,3,0,0,NA,NA,NA,11374,0
65,co-op,formal,oil,0,efficiency kitchen,671,1,1,0,4,0,0,NA,NA,NA,11368,0
62,co-op,NA,gas,0,eatin,804,2,1,0,5,0,0,NA,NA,NA,11368,0
72,co-op,NA,oil,0,eatin,NA,1,1,0,3,0,0,NA,NA,NA,11374,757
69,co-op,combo,oil,0,combo,NA,2,1,0,4,155,0,NA,NA,NA,11374,0
74,co-op,formal,gas,0,eatin,919,1,1,0,4,60,0,NA,960,NA,11360,0
74,co-op,formal,gas,0,efficiency kitchen,544,2,1,1,5,175,0,NA,NA,NA,11364,0
40,condo,formal,gas,1,eatin,NA,3,2,0,8,0,0,NA,NA,3400,11362,402
64,co-op,combo,oil,0,efficiency kitchen,413,NA,1,0,2,0,50,NA,NA,NA,11369,0
70,co-op,combo,gas,0,eatin,706,2,1,0,5,0,0,NA,800,NA,11355,0
49,co-op,formal,gas,0,eatin,830,2,1,0,4,0,0,NA,NA,NA,11375,0
59,co-op,combo,gas,1,efficiency kitchen,1000,2,1,0,4,35,0,NA,900,NA,11367,0
14,condo,formal,gas,0,combo,NA,3,2,0,6,0,0,NA,NA,250,11385,250
68,co-op,NA,gas,0,eatin,822,3,1,0,5,0,0,NA,NA,NA,11105,0
65,co-op,NA,other,0,eatin,1088,1,1,0,4,60,0,NA,NA,NA,11360,0
42,condo,formal,gas,0,eatin,NA,1,1,0,4,0,0,NA,950,4471,11360,667
73,co-op,combo,gas,0,combo,995,3,1,0,5,60,0,NA,NA,NA,11364,0
12,condo,combo,gas,0,eatin,NA,1,1,0,4,0,0,NA,NA,537,11356,267
64,co-op,combo,oil,0,eatin,530,1,1,0,4,0,45,NA,700,NA,11354,0
84,co-op,NA,gas,0,efficiency kitchen,NA,3,1,0,6,0,0,NA,NA,NA,11367,888
74,co-op,combo,gas,1,eatin,620,1,1,0,3,38,0,NA,NA,NA,11423,0
74,co-op,formal,gas,0,efficiency kitchen,1013,2,1,0,6,0,0,NA,NA,NA,11367,0
50,condo,formal,gas,0,efficiency kitchen,NA,2,2,0,5,0,0,NA,NA,2850,11415,567
74,co-op,combo,oil,0,efficiency kitchen,880,2,1,0,5,0,0,NA,NA,NA,11362,0
72,co-op,other,gas,0,efficiency kitchen,775,2,1,0,5,0,0,NA,950,NA,11374,0
72,co-op,formal,gas,0,none,595,1,1,0,3,0,0,NA,800,NA,11374,0
58,co-op,formal,gas,1,eatin,2182,2,2,0,5,162,0,NA,NA,NA,11360,0
42,condo,NA,gas,0,eatin,NA,1,1,0,4,0,0,NA,NA,3386,11360,555
74,co-op,formal,gas,0,efficiency kitchen,544,2,1,0,5,175,0,NA,NA,NA,11364,0
13,condo,formal,gas,0,efficiency kitchen,NA,2,1,0,5,0,0,NA,957,580,11356,275
25,condo,NA,gas,0,combo,NA,1,1,0,3,0,0,NA,650,1900,11355,246
54,co-op,combo,oil,0,efficiency kitchen,544,NA,1,0,3,0,0,NA,NA,NA,11432,0
74,co-op,combo,oil,0,efficiency kitchen,NA,1,1,0,4,0,0,NA,NA,1500,11432,0
8,condo,formal,gas,1,eatin,NA,2,2,0,5,0,0,NA,988,16,11415,347
16,condo,combo,gas,0,eatin,162,1,1,0,3,0,0,NA,NA,616,11379,0
37,condo,combo,gas,0,combo,NA,2,1,0,4,0,0,NA,NA,3588,11355,480
41,condo,formal,gas,1,eatin,NA,2,2,0,5,99,0,NA,NA,5100,11360,956
14,condo,formal,gas,0,combo,NA,3,2,0,6,0,0,NA,1500,250,11385,250
14,condo,formal,gas,0,combo,NA,3,2,0,6,0,0,NA,1600,250,11385,250
42,condo,formal,gas,1,combo,NA,2,2,0,5,0,0,NA,1134,3785,11360,792
